,carat,cut,color,clarity,depth,table,price,x,y,z
35196,0.31,Ideal,G,IF,61.2,55.0,891,4.4,4.42,2.7
10898,1.02,Premium,H,SI1,60.5,60.0,4884,6.58,6.51,3.96
30500,0.31,Ideal,D,SI1,61.5,56.0,732,4.35,4.33,2.67
24165,2.04,Premium,H,SI1,62.2,60.0,12341,8.07,8.0,5.0
27149,1.97,Very Good,H,VS2,62.9,59.0,17377,7.9,8.01,5.0
45269,0.54,Ideal,F,VS2,61.4,57.0,1662,5.2,5.25,3.21
9540,1.13,Premium,H,SI2,61.1,59.0,4619,6.73,6.65,4.09
24049,0.38,Very Good,E,SI2,61.6,57.0,633,4.61,4.65,2.85
50016,0.7,Very Good,F,SI1,62.4,56.0,2196,5.64,5.7,3.54
20525,1.6,Premium,I,SI1,62.1,58.0,8852,7.51,7.47,4.65
6028,1.0,Good,G,SI1,62.2,65.0,3965,6.28,6.22,3.89
35442,0.32,Ideal,E,VS2,62.6,53.0,900,4.38,4.37,2.74
33897,0.3,Ideal,E,VS2,62.5,56.0,844,4.3,4.28,2.68
12314,1.0,Ideal,F,SI1,62.7,57.0,5221,6.44,6.38,4.02
51820,0.72,Ideal,I,VVS2,62.2,54.0,2420,5.73,5.78,3.58
41776,0.42,Very Good,E,VS1,62.8,57.8,1247,4.8,4.83,3.03
2367,0.9,Very Good,I,SI1,61.8,58.0,3176,6.2,6.26,3.85
51526,0.7,Good,E,SI1,63.6,62.0,2386,5.57,5.6,3.55
13994,1.06,Ideal,I,SI1,61.8,55.0,5697,6.54,6.57,4.04
49110,0.52,Ideal,G,VVS1,60.7,55.0,2065,5.19,5.29,3.18
34489,0.43,Premium,H,VS1,60.0,59.0,867,4.86,4.98,2.95
13384,0.31,Ideal,E,SI1,60.1,57.0,601,4.36,4.39,2.63
10689,1.0,Fair,E,SI1,57.4,61.0,4844,6.53,6.63,3.78
14678,1.09,Ideal,F,SI1,62.0,56.0,5922,6.61,6.59,4.09
5745,1.18,Very Good,E,I1,62.5,58.0,3894,6.62,6.75,4.18
10707,1.11,Ideal,I,SI1,61.4,60.0,4849,6.61,6.65,4.07
28527,0.31,Very Good,F,VS1,60.9,56.0,675,4.37,4.38,2.66
16548,1.27,Premium,I,VS1,59.5,61.0,6611,7.08,7.04,4.2
31991,0.3,Premium,F,VS2,62.2,60.0,776,4.27,4.22,2.64
7197,0.85,Ideal,E,VS1,63.0,57.0,4189,6.08,5.99,3.8
26679,0.28,Very Good,G,VS2,62.0,56.0,427,4.16,4.19,2.59
27934,0.32,Ideal,H,SI1,61.2,56.0,430,4.43,4.46,2.72
24482,1.71,Good,I,VS1,63.7,58.0,12755,7.58,7.54,4.81
14597,1.06,Premium,H,VS2,62.6,58.0,5889,6.54,6.49,4.08
17723,0.33,Very Good,H,VVS2,61.9,56.0,614,4.44,4.47,2.76
9729,0.75,Very Good,D,VVS2,59.4,59.0,4656,5.88,5.94,3.51
14509,1.01,Very Good,H,VS2,61.2,57.0,5861,6.49,6.41,3.95
3722,0.36,Ideal,I,VS1,60.5,57.0,568,4.56,4.59,2.77
26359,0.32,Premium,G,VS1,60.6,60.0,645,4.4,4.44,2.68
5023,0.91,Ideal,F,SI2,62.2,56.0,3746,6.17,6.14,3.83
37871,0.39,Ideal,E,VS1,62.3,54.4,1004,4.66,4.69,2.91
10170,1.3,Premium,H,SI2,60.4,61.0,4732,7.09,7.04,4.27
7438,1.18,Ideal,E,I1,61.6,56.0,4229,6.82,6.79,4.19
27230,1.7,Very Good,F,VS2,60.8,60.0,17597,7.65,7.68,4.66
50787,0.56,Very Good,E,VVS2,60.3,57.0,2304,5.33,5.37,3.23
28292,0.24,Ideal,I,VS1,62.0,56.0,432,4.0,4.01,2.48
26271,2.15,Premium,G,SI2,58.9,58.0,15751,8.46,8.41,4.97
15840,1.17,Very Good,H,SI1,59.6,62.0,6336,6.88,6.82,4.08
41590,0.31,Premium,H,SI2,59.5,59.0,390,4.39,4.45,2.63
20515,1.71,Premium,J,SI1,62.9,58.0,8848,7.64,7.58,4.79
35990,0.42,Ideal,G,VS1,61.9,56.0,921,4.77,4.82,2.97
17120,1.02,Very Good,D,VS2,63.7,55.0,6830,6.42,6.45,4.1
20403,1.2,Very Good,E,VS2,60.7,59.0,8769,6.79,6.86,4.14
18621,1.01,Ideal,E,VS2,62.5,54.0,7597,6.39,6.42,4.0
31285,0.32,Ideal,G,SI2,62.2,53.0,450,4.4,4.44,2.75
44380,0.5,Premium,E,VS2,60.5,60.0,1581,5.09,5.13,3.09
6454,1.23,Good,D,I1,63.7,58.0,4050,6.79,6.72,4.3
19912,1.8,Premium,I,SI2,61.8,59.0,8457,7.9,7.8,4.85
23111,1.51,Ideal,H,VS2,62.5,56.0,11133,7.37,7.33,4.57
44905,0.54,Ideal,H,VS1,61.6,59.0,1630,5.22,5.24,3.22
34856,0.3,Ideal,G,VVS2,62.7,57.0,878,4.32,4.26,2.69
26267,1.68,Ideal,G,VS2,62.5,54.0,15740,7.61,7.64,4.76
3659,0.77,Ideal,D,VS2,61.3,56.0,3442,5.87,5.9,3.61
14091,1.1,Premium,F,SI1,59.5,59.0,5717,6.7,6.77,4.01
2329,0.76,Very Good,G,VS2,61.1,57.0,3170,5.84,5.95,3.6
6113,1.02,Very Good,I,SI2,62.8,56.0,3980,6.42,6.38,4.02
24326,1.25,Ideal,F,VVS1,62.2,56.0,12584,6.89,6.93,4.3
44323,0.33,Premium,I,VS1,61.1,59.0,521,4.44,4.47,2.72
40662,0.5,Ideal,H,SI1,62.2,53.0,1154,5.06,5.14,3.17
29671,0.28,Very Good,F,VVS2,61.6,56.0,707,4.2,4.23,2.59
6733,0.31,Very Good,H,VVS2,62.6,56.0,578,4.33,4.36,2.72
46852,0.51,Premium,D,VS2,61.9,62.0,1812,5.12,5.09,3.16
27495,1.55,Ideal,E,VVS2,62.5,55.0,18188,7.38,7.4,4.62
32241,0.43,Ideal,G,SI1,62.6,56.0,789,4.79,4.82,3.01
2256,0.77,Very Good,H,VS1,62.2,57.0,3152,5.81,5.86,3.63
1633,0.9,Good,F,SI2,64.2,62.0,3016,6.0,6.08,3.88
23662,1.71,Ideal,J,VS1,62.1,55.0,11711,7.73,7.65,4.78
7002,1.0,Good,D,SI1,57.6,62.0,4155,6.62,6.5,3.78
43006,0.52,Very Good,E,SI1,62.8,57.0,1369,5.09,5.13,3.21
22356,0.31,Ideal,H,VS2,61.9,55.0,628,4.38,4.35,2.7
30863,0.33,Premium,G,VS2,61.3,59.0,743,4.46,4.44,2.73
24538,1.51,Fair,E,VS2,65.0,58.0,12829,7.06,7.12,4.61
3289,0.82,Ideal,H,VS1,61.5,56.0,3364,6.0,6.04,3.7
3529,1.04,Good,J,SI1,64.2,58.0,3407,6.42,6.34,4.1
25853,1.5,Premium,E,VS2,61.8,59.0,14925,7.38,7.31,4.54
27573,2.02,Very Good,H,VS2,62.7,58.0,18398,7.96,8.01,5.01
46772,0.52,Ideal,G,VS1,61.2,56.0,1803,5.19,5.23,3.19
725,0.34,Good,E,SI1,63.5,55.0,556,4.44,4.47,2.83
17078,1.04,Ideal,G,VS2,61.9,54.0,6809,6.53,6.56,4.05
18463,1.54,Premium,I,SI1,61.8,57.0,7512,7.43,7.37,4.57
45442,0.7,Fair,J,VS2,64.6,58.0,1672,5.58,5.56,3.6
17484,1.52,Good,J,SI1,63.6,60.0,7022,7.25,7.21,4.6
10619,1.1,Premium,E,SI2,60.7,58.0,4829,6.77,6.65,4.07
25027,0.4,Premium,E,SI2,60.5,59.0,640,4.74,4.78,2.88
49506,0.71,Good,E,SI2,58.8,63.0,2120,5.75,5.88,3.42
34643,0.31,Ideal,E,VS2,61.6,57.0,872,4.38,4.35,2.69
38705,0.37,Premium,E,VS2,63.0,58.0,1041,4.58,4.53,2.87
16300,1.01,Very Good,E,VS2,60.4,58.0,6522,6.47,6.6,3.95
40550,0.57,Very Good,I,SI1,61.1,61.0,1151,5.34,5.37,3.27
29064,0.4,Good,E,SI1,63.3,56.0,687,4.68,4.74,2.98
32324,0.36,Ideal,E,VS2,62.1,55.0,789,4.54,4.58,2.83
39820,0.3,Premium,E,IF,61.9,58.0,1097,4.3,4.26,2.65
8477,1.01,Ideal,F,SI2,60.5,57.0,4416,6.49,6.53,3.94
22675,1.5,Ideal,H,SI1,61.3,57.0,10725,7.38,7.4,4.53
46097,0.57,Very Good,F,VS1,63.2,56.0,1741,5.27,5.31,3.34
3691,0.9,Very Good,H,SI1,58.7,59.0,3447,6.3,6.35,3.71
44687,0.51,Ideal,H,VVS2,60.1,57.0,1611,5.19,5.22,3.12
18709,0.27,Very Good,E,VVS2,61.7,58.0,620,4.12,4.15,2.55
50110,0.7,Very Good,G,SI1,63.6,58.0,2209,5.61,5.65,3.58
24686,1.75,Good,I,VS1,58.3,59.0,13047,7.92,7.97,4.63
12280,1.0,Fair,E,SI1,57.4,62.0,5212,6.54,6.59,3.77
43694,0.5,Very Good,F,VS2,63.0,58.0,1436,5.05,5.08,3.19
26244,1.51,Ideal,F,VS2,62.4,53.0,15688,7.37,7.32,4.58
17015,1.2,Good,G,VS2,65.2,56.0,6793,6.61,6.67,4.33
33980,0.4,Very Good,F,VS1,61.2,58.0,847,4.74,4.86,2.94
50112,0.71,Ideal,H,VS1,62.1,55.0,2209,5.68,5.72,3.54
37998,0.43,Ideal,G,VS1,61.3,57.0,1008,4.88,4.85,2.98
20379,0.31,Ideal,F,VS2,62.6,57.0,625,4.29,4.33,2.7
39017,0.43,Very Good,F,VS1,62.2,61.0,1056,4.75,4.83,2.98
41353,0.53,Ideal,J,VS1,61.4,55.2,1218,5.2,5.22,3.2
51210,0.76,Very Good,I,SI1,62.0,56.0,2352,5.81,5.84,3.61
45349,0.59,Ideal,G,VS2,62.6,54.0,1664,5.32,5.38,3.35
40388,0.42,Premium,D,VVS2,59.6,59.0,1132,4.9,4.96,2.94
43718,0.52,Very Good,E,SI1,59.3,59.0,1438,5.26,5.3,3.13
13022,0.31,Ideal,G,VS1,62.3,54.0,600,4.35,4.38,2.72
52181,0.72,Ideal,E,SI1,62.0,57.0,2476,5.72,5.66,3.53
50919,0.72,Premium,G,SI1,60.8,58.0,2318,5.8,5.74,3.51
6384,0.25,Very Good,E,VVS1,62.9,59.0,576,3.99,4.02,2.52
47177,0.51,Ideal,F,VS1,62.1,56.0,1836,5.15,5.13,3.19
21537,1.51,Premium,I,VS1,60.0,58.0,9640,7.51,7.45,4.49
33250,0.45,Ideal,I,VS1,61.9,54.0,825,4.95,4.97,3.07
27068,1.75,Premium,G,VS1,59.6,60.0,17191,7.9,7.76,4.67
2501,0.71,Ideal,E,VS1,62.3,56.0,3198,5.66,5.7,3.54
47902,0.59,Ideal,F,VS2,60.2,57.0,1914,5.48,5.44,3.29
15220,1.15,Very Good,F,SI1,62.5,59.0,6110,6.62,6.69,4.16
43258,0.47,Ideal,E,VS1,61.5,55.0,1400,5.01,5.04,3.09
30874,0.33,Premium,G,VS2,62.6,58.0,743,4.4,4.36,2.74
27335,2.16,Premium,J,VVS1,61.5,58.0,17891,8.36,8.26,5.11
16699,0.3,Good,H,SI1,63.7,56.0,421,4.2,4.22,2.68
7906,1.07,Ideal,H,SI2,59.2,57.0,4314,6.7,6.64,3.95
21683,1.6,Premium,I,VS2,60.2,58.0,9784,7.63,7.56,4.57
7113,1.0,Premium,G,SI2,62.7,59.0,4170,6.36,6.3,3.97
22624,1.5,Very Good,H,VS1,60.7,58.0,10681,7.35,7.42,4.48
50686,0.54,Ideal,G,IF,61.2,57.0,2289,5.26,5.28,3.22
41084,0.41,Ideal,F,VVS2,61.4,56.0,1192,4.81,4.76,2.94
21394,1.51,Very Good,I,VS1,63.1,53.0,9513,7.34,7.25,4.6
42739,0.51,Ideal,E,SI1,61.7,55.0,1343,5.13,5.17,3.18
14801,1.02,Premium,E,SI1,61.4,58.0,5956,6.48,6.45,3.97
32623,0.31,Good,I,VS1,63.9,55.0,457,4.28,4.3,2.74
40201,0.41,Very Good,F,VVS1,61.4,58.0,1122,4.76,4.78,2.93
21138,2.0,Premium,J,VS1,63.0,58.0,9296,8.04,7.99,5.05
51698,0.78,Ideal,I,VS2,60.9,57.0,2400,5.92,5.97,3.62
43703,0.51,Good,E,VS2,63.1,59.0,1436,5.04,5.07,3.19
38118,0.3,Ideal,G,VVS1,61.7,55.0,1013,4.34,4.32,2.67
28320,0.33,Very Good,G,VS1,62.8,58.0,666,4.38,4.41,2.76
2749,0.76,Ideal,H,VVS2,61.0,56.0,3249,5.85,5.91,3.59
39734,0.4,Ideal,E,VS2,61.6,57.0,1092,4.73,4.75,2.92
42081,0.53,Premium,G,SI1,61.0,59.0,1273,5.25,5.21,3.19
29541,0.42,Ideal,G,SI1,62.2,53.0,704,4.8,4.84,3.0
39930,0.35,Very Good,I,VS2,61.7,57.0,491,4.52,4.56,2.8
46152,0.5,Premium,G,VS1,62.5,60.0,1746,5.08,5.06,3.17
8362,1.01,Very Good,E,SI1,61.0,56.0,4399,6.47,6.54,3.97
4387,0.31,Very Good,D,SI1,60.0,61.0,571,4.41,4.43,2.65
38166,0.34,Ideal,E,VVS1,62.2,56.0,1014,4.45,4.49,2.78
37688,0.43,Ideal,D,SI1,62.5,55.0,993,4.83,4.8,3.01
31549,0.3,Ideal,E,VVS2,62.3,56.0,766,4.3,4.34,2.69
19472,1.26,Ideal,H,SI1,61.9,57.0,8110,6.88,6.93,4.27
37176,0.32,Ideal,D,VS2,62.6,55.0,972,4.39,4.37,2.74
8165,1.01,Premium,G,SI2,62.4,58.0,4362,6.38,6.41,3.99
31834,0.34,Very Good,E,VVS2,62.7,59.0,775,4.41,4.43,2.77
12510,0.92,Good,D,SI1,60.2,56.0,5259,6.28,6.32,3.79
17696,1.01,Very Good,F,VS2,63.8,55.0,7135,6.31,6.38,4.05
1641,0.5,Good,D,VVS2,62.4,64.0,3017,5.03,5.06,3.14
2203,0.73,Ideal,D,SI1,62.4,53.0,3140,5.82,5.79,3.62
36529,0.42,Ideal,I,VVS1,62.7,55.0,945,4.8,4.77,3.0
22777,1.01,Very Good,D,VVS2,63.0,56.0,10800,6.35,6.41,4.02
53186,0.59,Very Good,F,IF,59.9,63.0,2632,5.44,5.47,3.27
13351,0.27,Very Good,D,VS2,63.0,57.0,419,4.06,4.1,2.57
5202,1.04,Very Good,D,SI2,63.1,58.0,3780,6.39,6.33,4.01
51421,0.75,Premium,E,SI2,63.0,58.0,2372,5.78,5.71,3.62
5325,0.61,Good,F,SI2,62.5,65.0,3807,5.36,5.29,3.33
5741,0.9,Good,F,SI1,61.3,60.0,3893,6.13,6.18,3.77
30272,0.31,Very Good,H,SI1,60.5,60.0,446,4.33,4.4,2.64
5605,1.01,Fair,D,SI2,64.7,57.0,3871,6.31,6.27,4.07
9645,1.01,Ideal,I,SI1,60.3,58.0,4641,6.5,6.56,3.94
9025,1.0,Very Good,I,VS1,63.3,55.0,4516,6.39,6.34,4.03
51641,0.31,Good,G,VS2,63.1,58.0,544,4.3,4.35,2.73
34243,0.4,Ideal,D,SI2,62.8,56.0,855,4.73,4.7,2.96
11185,1.01,Premium,H,VVS1,60.5,57.0,4955,6.55,6.48,3.94
51821,0.71,Good,E,SI1,63.1,59.0,2420,5.62,5.75,3.59
38411,0.35,Ideal,G,VVS2,61.0,57.0,1024,4.58,4.54,2.78
37417,0.47,Ideal,J,SI1,60.6,54.0,983,5.04,5.0,3.09
43950,0.31,Premium,F,SI1,62.7,58.0,516,4.31,4.33,2.71
2634,0.71,Ideal,H,VS1,61.8,55.0,3229,5.72,5.77,3.55
43099,0.53,Ideal,I,VS1,61.6,57.0,1383,5.21,5.18,3.2
36013,0.39,Premium,J,VVS1,61.8,56.0,921,4.71,4.64,2.89
50988,0.31,Ideal,H,VS1,62.1,54.0,544,4.3,4.37,2.69
34840,0.3,Ideal,G,VVS2,60.9,57.0,878,4.35,4.32,2.64
22620,2.01,Fair,I,SI2,66.5,61.0,10671,7.81,7.75,5.17
28704,0.41,Very Good,I,SI1,63.3,60.0,680,4.71,4.64,2.96
21131,1.22,Premium,E,VS2,62.2,55.0,9292,6.91,6.85,4.28
25930,2.2,Ideal,I,VS1,61.4,57.0,15092,8.41,8.37,5.15
24023,2.0,Very Good,J,SI1,62.2,59.0,12196,7.92,7.97,4.94
41002,0.39,Ideal,E,VVS1,62.1,54.0,1183,4.67,4.7,2.91
8157,0.91,Ideal,G,SI2,61.0,57.0,4360,6.25,6.28,3.82
9241,1.01,Good,H,SI1,60.3,64.0,4559,6.5,6.53,3.93
12095,1.09,Premium,D,SI2,61.2,60.0,5164,6.6,6.64,4.05
47455,0.53,Ideal,D,VS2,60.2,57.0,1857,5.24,5.26,3.16
7744,1.24,Premium,E,SI2,60.8,57.0,4278,6.98,6.94,4.23
49056,0.56,Ideal,D,VS1,62.6,55.0,2057,5.25,5.29,3.3
51218,0.59,Ideal,D,VS2,60.9,57.0,2352,5.42,5.48,3.32
30819,0.33,Premium,E,SI1,59.1,58.0,743,4.56,4.51,2.68
3526,0.9,Very Good,I,SI1,61.8,56.0,3407,6.19,6.24,3.84
17025,1.02,Good,D,VS1,64.6,58.0,6797,6.22,6.28,4.04
53539,0.72,Fair,F,SI1,64.8,55.0,2691,5.64,5.6,3.64
46413,0.52,Ideal,E,VS2,61.0,57.0,1767,5.21,5.19,3.17
66,0.32,Ideal,I,VVS1,62.0,55.3,553,4.39,4.42,2.73
23723,0.25,Very Good,F,VVS1,61.1,57.0,633,4.05,4.08,2.48
3520,0.72,Very Good,G,IF,63.3,54.0,3405,5.64,5.73,3.6
12935,1.13,Ideal,H,SI1,62.3,56.0,5384,6.66,6.69,4.16
5222,1.01,Premium,I,SI1,62.8,58.0,3782,6.4,6.34,4.0
53235,0.72,Ideal,I,VVS1,61.3,57.0,2642,5.74,5.77,3.53
21506,1.54,Ideal,I,VS2,60.2,59.0,9600,7.52,7.57,4.54
1469,0.9,Fair,E,SI2,65.8,59.0,2982,6.03,5.98,3.95
14522,1.0,Good,F,VS2,64.0,59.0,5864,6.29,6.25,4.03
28466,0.39,Very Good,E,SI2,59.1,56.0,672,4.76,4.82,2.83
49018,0.5,Ideal,F,VVS2,62.2,54.0,2052,5.09,5.11,3.17
20876,1.18,Ideal,G,VVS1,61.1,57.0,9095,6.78,6.84,4.16
38010,0.31,Very Good,D,VVS2,60.5,56.0,1009,4.38,4.41,2.66
11746,1.06,Premium,H,SI1,61.0,58.0,5075,6.61,6.57,4.02
10715,0.31,Good,D,SI2,63.7,55.0,593,4.35,4.32,2.76
26415,2.01,Premium,I,VS2,60.3,62.0,15939,8.13,8.08,4.89
30609,0.3,Very Good,G,SI1,62.8,56.0,447,4.28,4.32,2.7
46640,0.3,Very Good,I,VVS2,60.1,63.0,526,4.28,4.31,2.58
663,1.01,Fair,H,SI2,65.4,59.0,2846,6.3,6.26,4.11
43609,0.34,Ideal,G,SI1,61.2,57.0,507,4.53,4.56,2.78
51048,0.73,Fair,I,VS1,55.9,66.0,2330,6.11,6.01,3.39
52586,0.72,Ideal,I,VS1,60.7,57.0,2539,5.78,5.81,3.51
34649,0.31,Ideal,E,VS2,62.0,55.0,872,4.37,4.34,2.7
24511,1.53,Ideal,E,SI1,62.3,54.2,12791,7.35,7.38,4.59
5721,0.25,Very Good,E,VVS2,61.9,59.0,575,3.99,4.02,2.48
36545,0.4,Good,F,SI1,63.6,57.0,945,4.7,4.67,2.98
16814,1.21,Very Good,F,SI1,59.4,56.0,6708,6.95,7.0,4.14
9675,1.0,Premium,E,SI2,60.4,60.0,4648,6.49,6.46,3.91
11575,1.02,Very Good,F,SI1,62.1,63.0,5038,6.48,6.36,3.99
50590,0.71,Good,F,SI2,64.5,55.6,2282,5.58,5.61,3.6
40121,0.41,Very Good,F,VVS2,62.9,54.0,1115,4.7,4.74,2.97
20748,1.5,Premium,E,SI2,62.7,56.0,8988,7.38,7.33,4.61
6144,0.9,Very Good,H,VS2,62.1,57.0,3989,6.16,6.23,3.85
23705,0.36,Ideal,E,SI1,61.6,56.0,631,4.56,4.59,2.82
20519,1.05,Premium,G,IF,60.6,60.0,8850,6.57,6.59,3.99
12032,0.34,Ideal,G,VS2,61.0,57.0,596,4.48,4.5,2.74
12168,1.18,Premium,E,SI2,62.5,60.0,5181,6.74,6.7,4.2
9254,1.03,Premium,D,SI2,61.8,60.0,4560,6.45,6.42,3.98
45318,0.32,Ideal,G,VS2,62.4,55.0,524,4.36,4.39,2.73
23149,1.08,Ideal,E,VVS2,61.0,56.0,11166,6.64,6.67,4.06
47593,0.73,Ideal,J,SI1,61.8,56.0,1877,5.78,5.81,3.58
10932,1.1,Ideal,F,SI2,60.4,55.0,4897,6.77,6.73,4.08
24279,1.72,Premium,I,VVS2,62.7,58.0,12509,7.6,7.54,4.75
12633,1.0,Premium,F,SI1,61.6,61.0,5292,6.37,6.3,3.9
9408,0.92,Ideal,H,SI1,61.6,56.0,4587,6.21,6.25,3.84
3569,0.75,Ideal,E,SI1,61.4,56.0,3419,5.83,5.89,3.6
596,0.72,Premium,F,VS1,58.8,60.0,2838,5.91,5.89,3.47
12468,1.2,Premium,G,SI2,59.9,59.0,5250,6.92,6.98,4.16
53208,0.61,Ideal,F,VVS2,61.8,55.0,2634,5.43,5.47,3.37
34627,0.31,Ideal,E,VS2,61.4,54.0,872,4.41,4.38,2.7
49101,0.52,Very Good,F,VVS2,58.9,60.0,2064,5.23,5.3,3.1
32627,0.23,Very Good,D,VVS1,59.7,58.0,458,3.97,4.04,2.39
3039,0.3,Very Good,G,VS1,60.2,62.0,565,4.3,4.31,2.59
5331,0.84,Very Good,D,SI1,59.2,59.0,3809,6.18,6.21,3.67
53915,0.77,Ideal,E,SI2,62.1,56.0,2753,5.84,5.86,3.63
27279,2.14,Premium,F,SI2,58.2,61.0,17742,8.5,8.45,4.93
16873,1.01,Very Good,H,VVS1,60.6,56.0,6733,6.5,6.53,3.95
32195,0.35,Premium,E,SI1,59.7,60.0,788,4.58,4.53,2.72
22456,1.5,Premium,I,VVS2,60.2,58.0,10483,7.5,7.34,4.47
51871,0.52,Ideal,F,IF,60.3,60.0,2427,5.24,5.27,3.17
18349,1.19,Ideal,H,VS1,62.5,54.0,7466,6.78,6.82,4.25
47293,0.3,Premium,J,VS1,62.6,58.0,394,4.27,4.32,2.69
49363,0.53,Premium,E,SI1,61.8,60.0,2099,5.21,5.18,3.21
20291,0.91,Ideal,D,VVS2,62.0,54.0,8707,6.2,6.25,3.86
49145,0.59,Very Good,E,VS2,60.8,57.0,2068,5.37,5.42,3.28
16496,2.01,Very Good,H,I1,58.1,63.0,6592,8.3,8.19,4.79
3528,0.92,Fair,E,SI1,65.6,57.0,3407,6.1,6.07,3.99
575,0.8,Ideal,G,VS2,62.2,56.0,2834,5.94,5.87,3.67
18902,1.42,Premium,F,SI2,59.7,57.0,7755,7.33,7.3,4.37
32866,0.46,Very Good,F,SI2,61.5,56.0,809,4.98,5.01,3.07
29165,0.38,Ideal,F,VS2,61.2,57.0,693,4.64,4.67,2.85
5918,0.93,Premium,H,VS2,60.3,61.0,3937,6.39,6.25,3.81
14574,1.2,Very Good,I,VS2,61.7,59.0,5884,6.83,6.88,4.23
975,0.82,Very Good,G,SI1,63.4,55.0,2893,6.0,5.93,3.78
45031,0.54,Premium,E,SI1,62.2,58.0,1637,5.26,5.23,3.26
10306,1.02,Very Good,I,VS2,59.3,59.0,4762,6.57,6.62,3.91
39534,0.4,Ideal,F,VS2,60.6,55.0,1080,4.82,4.78,2.91
28961,0.31,Very Good,I,VS2,60.7,61.0,435,4.32,4.34,2.63
3855,0.72,Ideal,G,VS1,61.2,57.0,3478,5.76,5.79,3.53
25265,1.71,Very Good,H,VS1,62.0,56.0,13904,7.64,7.68,4.75
24685,1.61,Very Good,E,SI1,62.3,57.0,13047,7.43,7.47,4.64
39721,0.52,Ideal,G,SI2,61.6,55.0,1090,5.16,5.19,3.19
48338,0.5,Ideal,F,VVS2,62.1,58.0,1960,5.07,5.11,3.16
51677,0.72,Premium,H,SI1,62.5,57.0,2398,5.73,5.67,3.56
38512,0.46,Very Good,E,SI1,59.3,63.0,1032,5.09,5.02,3.0
12439,1.2,Ideal,H,VS1,61.9,57.0,5242,6.77,6.73,4.18
28085,0.3,Very Good,D,SI1,63.4,54.0,662,4.31,4.27,2.72
31161,0.41,Good,F,SI1,63.9,56.0,755,4.68,4.74,3.01
21995,1.51,Premium,H,SI1,58.0,59.0,10063,7.57,7.54,4.38
44767,0.53,Ideal,D,SI1,61.6,56.0,1621,5.2,5.23,3.21
45261,0.54,Ideal,D,SI1,61.5,56.0,1662,5.23,5.25,3.22
7332,0.9,Very Good,G,VS2,62.4,61.0,4210,6.13,6.17,3.84
20744,1.05,Ideal,E,VVS2,62.4,56.0,8982,6.49,6.52,4.06
9768,1.02,Ideal,F,SI2,61.4,56.0,4662,6.5,6.47,3.98
7664,1.15,Premium,G,SI2,62.7,58.0,4270,6.71,6.69,4.2
5101,0.86,Fair,G,VS1,64.6,58.8,3756,5.95,6.04,3.87
46258,0.54,Ideal,G,VS1,61.3,57.0,1754,5.25,5.28,3.23
11513,1.27,Ideal,J,SI2,61.2,56.0,5021,6.99,6.95,4.27
52122,0.7,Very Good,G,VS2,63.3,56.0,2464,5.59,5.66,3.56
7309,0.91,Good,H,VVS2,65.5,57.0,4205,6.01,6.11,3.97
39828,0.39,Ideal,E,VS1,62.3,57.0,1097,4.67,4.64,2.9
41087,0.41,Premium,F,VVS2,62.4,58.0,1192,4.76,4.7,2.95
37782,0.38,Premium,E,VS1,60.7,59.0,1000,4.65,4.7,2.84
12749,1.1,Very Good,D,SI2,61.1,58.0,5320,6.61,6.69,4.06
45801,0.5,Good,H,VVS1,63.5,58.0,1710,4.98,5.03,3.18
34950,0.24,Very Good,E,VVS2,62.1,59.0,471,3.95,4.0,2.47
26407,1.0,Good,D,IF,63.3,59.0,15928,6.33,6.37,4.02
25084,1.88,Very Good,I,VS2,62.2,57.0,13607,7.79,7.86,4.87
21162,1.53,Premium,J,VVS1,61.6,58.0,9322,7.4,7.37,4.55
24307,2.11,Premium,J,SI2,60.7,60.0,12554,8.27,8.2,5.0
1003,0.79,Ideal,G,SI1,61.1,57.0,2898,5.98,5.93,3.64
11193,1.0,Ideal,G,SI1,62.4,56.0,4956,6.41,6.34,3.98
4068,0.31,Ideal,D,SI1,62.7,56.0,571,4.32,4.36,2.72
42647,0.4,Very Good,E,VVS1,61.2,61.0,1333,4.7,4.74,2.89
6290,1.07,Ideal,G,SI2,61.1,57.0,4021,6.61,6.65,4.05
45971,0.3,Premium,H,VS1,62.3,58.0,526,4.26,4.28,2.66
4360,1.01,Premium,D,SI2,58.0,60.0,3604,6.58,6.53,3.8
49654,0.71,Very Good,H,SI2,61.8,58.0,2141,5.67,5.73,3.52
38924,0.51,Premium,G,SI2,60.8,59.0,1052,5.2,5.19,3.16
28931,0.3,Good,G,VVS2,63.2,57.0,684,4.23,4.28,2.69
2120,0.75,Ideal,E,VS2,62.0,56.0,3120,5.82,5.85,3.62
49697,0.62,Very Good,E,VS1,60.1,56.0,2147,5.56,5.58,3.35
37100,0.41,Good,E,SI1,63.9,58.0,969,4.72,4.7,3.01
29547,0.38,Very Good,H,VS1,61.3,54.0,705,4.68,4.7,2.88
25156,1.4,Premium,D,VS1,62.8,58.0,13730,7.17,7.07,4.47
31277,0.32,Premium,I,VS2,62.2,59.0,449,4.35,4.37,2.71
7481,0.91,Premium,H,VS2,61.8,60.0,4238,6.22,6.18,3.83
42654,0.4,Premium,E,VVS1,61.4,59.0,1333,4.68,4.74,2.89
21678,1.52,Very Good,D,SI2,59.1,58.0,9781,7.45,7.48,4.41
